measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Haiti,Both,All Ages,Enteric infections,Rate,2000,81.35832413381088,107.9835062913692,60.133654236945645
Deaths,Haiti,Male,All Ages,Other infectious diseases,Rate,2000,38.5643724752074,64.23918055064885,24.833137889855593
Deaths,Haiti,Female,All Ages,Other infectious diseases,Rate,2000,39.899253036638264,67.52188827466071,25.407746647143068
Deaths,Haiti,Both,All Ages,Other infectious diseases,Rate,2000,39.251554074548565,64.64676444920336,26.332260212377783
Deaths,Haiti,Male,All Ages,Maternal and neonatal disorders,Rate,2000,68.68938692976398,86.3250336554489,52.4963079221854
Deaths,Haiti,Female,All Ages,Maternal and neonatal disorders,Rate,2000,80.62819644386823,94.5200507623505,67.13195863924183
Deaths,Haiti,Both,All Ages,Maternal and neonatal disorders,Rate,2000,74.83535268368739,87.54502740801803,62.889000421307706
Deaths,Central African Republic,Male,All Ages,Neglected tropical diseases and malaria,Rate,2000,160.28622185069918,273.0847514451043,81.85589952116173
Deaths,Central African Republic,Female,All Ages,Neglected tropical diseases and malaria,Rate,2000,146.6460209284244,249.68808146839427,75.48491795931062
Deaths,Central African Republic,Both,All Ages,Neglected tropical diseases and malaria,Rate,2000,153.41015698628644,261.0441336583202,79.56857918207503
Deaths,Saint Lucia,Male,All Ages,Nutritional deficiencies,Rate,2000,3.957011617621668,4.455031922260651,3.52055974405753
Deaths,Saint Lucia,Female,All Ages,Nutritional deficiencies,Rate,2000,3.29434036559647,3.702164219786526,2.9068196997597857
Deaths,Saint Lucia,Both,All Ages,Nutritional deficiencies,Rate,2000,3.6196894858097655,4.0205895272288625,3.276285633925631
Deaths,Niger,Male,All Ages,Neoplasms,Rate,2001,29.18481522276123,35.887211393032345,22.82442491563375
Deaths,Niger,Female,All Ages,Neoplasms,Rate,2001,29.496439466162457,35.2285818572744,23.641546103314703
Deaths,Niger,Both,All Ages,Neoplasms,Rate,2001,29.340846720306544,33.98169653566511,24.249128628518115
Deaths,Oman,Male,All Ages,Neglected tropical diseases and malaria,Rate,2004,0.6696626882213336,1.1336021086209007,0.10812412476334445
Deaths,Oman,Female,All Ages,Neglected tropical diseases and malaria,Rate,2004,0.18537086701668495,0.29771747700787093,0.08790783829036637
Deaths,Oman,Both,All Ages,Neglected tropical diseases and malaria,Rate,2004,0.4531959230335877,0.7227065233246566,0.10708169351856629
Deaths,Turkey,Male,All Ages,Chronic respiratory diseases,Rate,2001,33.60230186615384,38.820472641215616,28.547479156603057
Deaths,Turkey,Female,All Ages,Chronic respiratory diseases,Rate,2001,20.194110632010695,23.971355877719688,14.6830892971798
Deaths,Turkey,Both,All Ages,Chronic respiratory diseases,Rate,2001,26.967989291236574,30.38778831823387,23.007836729511297
Deaths,Vanuatu,Male,All Ages,Neurological disorders,Rate,2001,11.556819648108988,20.502483546402917,6.936725046148448
Deaths,Vanuatu,Female,All Ages,Neurological disorders,Rate,2001,8.065750575751004,16.92654762160231,3.929630880262157
Deaths,Vanuatu,Both,All Ages,Neurological disorders,Rate,2001,9.853781238380424,18.612813512666037,5.579640007329156
Deaths,Vanuatu,Male,All Ages,Mental disorders,Rate,2001,2.0366779992852385e-05,6.0412296529721144e-05,7.86791552219938e-06
Deaths,Vanuatu,Female,All Ages,Mental disorders,Rate,2001,0.0003098470801667443,0.0005342575348602021,0.0001480686423730794
Deaths,Vanuatu,Both,All Ages,Mental disorders,Rate,2001,0.00016158314089484633,0.00027613242338375547,7.907465001509173e-05
Deaths,Palau,Male,All Ages,Self-harm and interpersonal violence,Rate,2003,38.00759047896803,48.794493767178174,29.51906243791172
Deaths,Palau,Female,All Ages,Self-harm and interpersonal violence,Rate,2003,13.366834467454689,17.41231164245931,9.950474012411107
Deaths,Palau,Both,All Ages,Self-harm and interpersonal violence,Rate,2003,26.91227226224464,34.18054912557323,21.18294204960999
Deaths,Tokelau,Male,All Ages,Digestive diseases,Rate,2004,36.195519720836494,48.32328206624808,27.139597701310535
Deaths,Tokelau,Female,All Ages,Digestive diseases,Rate,2004,33.846660739567426,48.6798149353837,21.36631807769981
Deaths,Tokelau,Both,All Ages,Digestive diseases,Rate,2004,35.02389661583676,46.6251015702787,24.791696902050813
Deaths,Tokelau,Male,All Ages,Transport injuries,Rate,2004,19.573627632558317,26.77585350967016,14.133660291685757
Deaths,Tokelau,Female,All Ages,Transport injuries,Rate,2004,14.824008287460565,20.084453112809626,10.209452837006227
Deaths,Tokelau,Both,All Ages,Transport injuries,Rate,2004,17.204492742364174,22.870715840186953,12.526756859077947
Deaths,Tokelau,Male,All Ages,Unintentional injuries,Rate,2004,22.232591046367734,29.539811960394214,16.72728087421139
Deaths,Tokelau,Female,All Ages,Unintentional injuries,Rate,2004,19.82118569367416,25.09098704973936,15.343724914826197
Deaths,Tokelau,Both,All Ages,Unintentional injuries,Rate,2004,21.02976948523275,26.586368164242646,16.47470890461194
Deaths,Fiji,Male,All Ages,HIV/AIDS and sexually transmitted infections,Rate,2002,3.385048938659758,5.444805657279609,2.1702864893731273
Deaths,Fiji,Female,All Ages,HIV/AIDS and sexually transmitted infections,Rate,2002,3.377754384743952,5.211800631767636,2.308858984487935
Deaths,Fiji,Both,All Ages,HIV/AIDS and sexually transmitted infections,Rate,2002,3.381476148066804,5.319498786857895,2.231189001705143
Deaths,Fiji,Male,All Ages,Respiratory infections and tuberculosis,Rate,2002,34.55302670263365,38.469730812403135,31.2599628387849
Deaths,Fiji,Female,All Ages,Respiratory infections and tuberculosis,Rate,2002,28.235962103779524,31.59020952924521,25.242226743319055
Deaths,Fiji,Both,All Ages,Respiratory infections and tuberculosis,Rate,2002,31.458999400296673,34.655555176987704,28.766406375459017
Deaths,Fiji,Male,All Ages,Enteric infections,Rate,2002,12.956963167983318,21.199899710472156,9.027019045490851
Deaths,Fiji,Female,All Ages,Enteric infections,Rate,2002,13.171792064087592,23.919237849178636,6.901222053401704
Deaths,Fiji,Both,All Ages,Enteric infections,Rate,2002,13.062183948850121,20.12811963585182,8.962028152149852
Deaths,Fiji,Male,All Ages,Other infectious diseases,Rate,2002,11.879271775692523,16.456516559808158,9.244363156007427
Deaths,Fiji,Female,All Ages,Other infectious diseases,Rate,2002,10.11773786241441,14.870403744905817,7.496848410398931
Deaths,Fiji,Both,All Ages,Other infectious diseases,Rate,2002,11.016492246310515,15.590348057452966,8.49440987395327
Deaths,Fiji,Male,All Ages,Maternal and neonatal disorders,Rate,2002,27.206320471738156,34.11320779670625,21.197111993516256
Deaths,Fiji,Female,All Ages,Maternal and neonatal disorders,Rate,2002,27.40737527132974,33.59963355643854,22.220877802453373
Deaths,Fiji,Both,All Ages,Maternal and neonatal disorders,Rate,2002,27.304794854810783,33.32502600759477,21.788739301129606
Deaths,Fiji,Male,All Ages,Substance use disorders,Rate,2002,0.6713371361227989,0.7936905489429459,0.5867546784596118
Deaths,Fiji,Female,All Ages,Substance use disorders,Rate,2002,0.3175148039268876,0.38864037251174544,0.26449762641125957
Deaths,Fiji,Both,All Ages,Substance use disorders,Rate,2002,0.49803893110060043,0.5652023845801298,0.4475162808357967
Deaths,Fiji,Male,All Ages,Diabetes and kidney diseases,Rate,2002,152.12361047503833,161.1553074754882,143.83455926465533
Deaths,Fiji,Female,All Ages,Diabetes and kidney diseases,Rate,2002,159.15663492981864,169.8688153049182,149.5858574526977
Deaths,Fiji,Both,All Ages,Diabetes and kidney diseases,Rate,2002,155.5683068748567,163.27354381938403,149.01505766438288
Deaths,Bhutan,Male,All Ages,Substance use disorders,Rate,2001,1.5958399785644197,2.2870908742729137,0.901873121129903
Deaths,Bhutan,Female,All Ages,Substance use disorders,Rate,2001,0.1583009436590448,0.2006950872741638,0.12072756609225967
Deaths,Bhutan,Both,All Ages,Substance use disorders,Rate,2001,0.9152526638512469,1.2853726154077383,0.5532315978716033
Deaths,Bhutan,Male,All Ages,Diabetes and kidney diseases,Rate,2001,20.226930023190498,27.214465089949105,14.162600750440332
Deaths,Bhutan,Female,All Ages,Diabetes and kidney diseases,Rate,2001,25.34580135802745,31.051642545541355,18.814155062503954
Deaths,Bhutan,Both,All Ages,Diabetes and kidney diseases,Rate,2001,22.65040431609431,27.107213749445474,18.058497159436918
Deaths,Djibouti,Male,All Ages,Cardiovascular diseases,Rate,2002,85.79628879673467,113.82178606779249,61.934897798316435
Deaths,Djibouti,Female,All Ages,Cardiovascular diseases,Rate,2002,75.63770374541475,99.3794435886657,55.4533962557784
Deaths,Djibouti,Both,All Ages,Cardiovascular diseases,Rate,2002,81.10762677639593,104.39554025702212,59.85195051668687
Deaths,Croatia,Male,All Ages,Musculoskeletal disorders,Rate,2000,0.609684467987693,0.7876921527764024,0.4234551620969765
Deaths,Croatia,Female,All Ages,Musculoskeletal disorders,Rate,2000,2.126764886356676,3.717093092763622,1.4592442800284255
Deaths,Croatia,Both,All Ages,Musculoskeletal disorders,Rate,2000,1.3956125337756131,2.174432139461675,1.0530349853591787
Deaths,Croatia,Male,All Ages,Other non-communicable diseases,Rate,2000,8.717275211013693,11.031776879375345,7.928603237999574
Deaths,Croatia,Female,All Ages,Other non-communicable diseases,Rate,2000,8.198645439056206,8.987862699377128,7.588939779421756
Deaths,Croatia,Both,All Ages,Other non-communicable diseases,Rate,2000,8.448597500459101,9.717901401716178,7.864700147786877
Deaths,Tunisia,Male,All Ages,Transport injuries,Rate,2004,38.352207898605045,47.78634029836319,29.76944399716293
Deaths,Tunisia,Female,All Ages,Transport injuries,Rate,2004,15.071196407222853,18.985040166083273,11.799175345410049
Deaths,Tunisia,Both,All Ages,Transport injuries,Rate,2004,26.746934790498873,33.12426793984707,21.051347136701214
Deaths,Tunisia,Male,All Ages,Substance use disorders,Rate,2004,1.8734180355553582,2.425900698836106,1.4154175288424544
Deaths,Tunisia,Female,All Ages,Substance use disorders,Rate,2004,0.6512255369067735,0.8694688125986602,0.47968709428247824
Deaths,Tunisia,Both,All Ages,Substance use disorders,Rate,2004,1.2641714079873994,1.6217045763350002,0.9724969348586597
Deaths,Tunisia,Male,All Ages,Diabetes and kidney diseases,Rate,2004,26.49167547175067,33.84122623953768,20.330634283089093
Deaths,Tunisia,Female,All Ages,Diabetes and kidney diseases,Rate,2004,25.52588523052571,33.16629706051515,19.793420797698936
Deaths,Tunisia,Both,All Ages,Diabetes and kidney diseases,Rate,2004,26.010241943026678,32.57279749611681,20.47800700960798
Deaths,Mali,Male,All Ages,Enteric infections,Rate,2004,218.632986129195,311.0489542969315,138.08613827672536
Deaths,Mali,Female,All Ages,Enteric infections,Rate,2004,171.2616628680894,262.9448442872901,107.07961035054598
Deaths,Mali,Both,All Ages,Enteric infections,Rate,2004,194.77439255998175,256.0826678522922,135.67620770729877
Deaths,Mali,Male,All Ages,Other infectious diseases,Rate,2004,103.49808041169378,150.42258032806174,70.27294209082055
Deaths,Mali,Female,All Ages,Other infectious diseases,Rate,2004,87.10976431040002,132.13362864960442,55.91123051828344
Deaths,Mali,Both,All Ages,Other infectious diseases,Rate,2004,95.2440958018613,137.7108057849803,66.38739864240753
Deaths,Mali,Male,All Ages,Maternal and neonatal disorders,Rate,2004,219.02539232099252,257.3040583301289,181.8205406432306
Deaths,Mali,Female,All Ages,Maternal and neonatal disorders,Rate,2004,180.32863168247763,205.20432610465792,156.44416830308097
Deaths,Mali,Both,All Ages,Maternal and neonatal disorders,Rate,2004,199.5357470892009,228.71738504216088,171.23136738532452
Deaths,Mali,Male,All Ages,Substance use disorders,Rate,2004,0.8808489934851395,1.3951762203389944,0.5824691469349013
Deaths,Mali,Female,All Ages,Substance use disorders,Rate,2004,0.23865855257770457,0.35381614167773023,0.1773064495816962
Deaths,Mali,Both,All Ages,Substance use disorders,Rate,2004,0.5574094171998712,0.8119260825836974,0.40237209662553935
Deaths,Mali,Male,All Ages,Diabetes and kidney diseases,Rate,2004,25.18686911083388,30.28326398545152,20.401692565664124
Deaths,Mali,Female,All Ages,Diabetes and kidney diseases,Rate,2004,29.57148944578681,36.45784012887738,22.699457929323295
Deaths,Mali,Both,All Ages,Diabetes and kidney diseases,Rate,2004,27.39518560540055,32.22098193366917,22.893452527458667
Deaths,Grenada,Male,All Ages,Neoplasms,Rate,2000,155.47615847482652,167.77646144134198,136.62343719940193
Deaths,Grenada,Female,All Ages,Neoplasms,Rate,2000,102.31810849497852,110.50918642302868,94.12692657550868
Deaths,Grenada,Both,All Ages,Neoplasms,Rate,2000,128.49321752581616,136.55791452844423,118.17414079228375
Deaths,Grenada,Male,All Ages,Neurological disorders,Rate,2000,18.53730633957837,34.7881812273264,11.34579157102381
Deaths,Grenada,Female,All Ages,Neurological disorders,Rate,2000,27.152691465892126,62.30358504172982,10.657264251364582
Deaths,Grenada,Both,All Ages,Neurological disorders,Rate,2000,22.91046201787042,48.45987718052064,11.084563917135172
Deaths,Guatemala,Male,All Ages,Neurological disorders,Rate,2004,12.093785406266457,22.959063217514572,7.486588666158009
Deaths,Guatemala,Female,All Ages,Neurological disorders,Rate,2004,11.257644134000277,23.20592915799863,5.910510792924206
Deaths,Guatemala,Both,All Ages,Neurological disorders,Rate,2004,11.666641863498889,23.084291562692105,6.731754847968817
Deaths,Georgia,Male,All Ages,Skin and subcutaneous diseases,Rate,2001,0.09607907406008678,0.21446679569154556,0.05060637240664353
Deaths,Georgia,Female,All Ages,Skin and subcutaneous diseases,Rate,2001,0.09714166634780957,0.16507031756497006,0.06317783706386952
Deaths,Georgia,Both,All Ages,Skin and subcutaneous diseases,Rate,2001,0.09664138539404327,0.16735060727988152,0.06887487314119914
Deaths,Georgia,Male,All Ages,HIV/AIDS and sexually transmitted infections,Rate,2001,0.07391168270739933,0.09700809298421062,0.06823340961101088
Deaths,Georgia,Female,All Ages,HIV/AIDS and sexually transmitted infections,Rate,2001,0.053609365983405634,0.059049223060098195,0.048858045200053976
Deaths,Georgia,Both,All Ages,HIV/AIDS and sexually transmitted infections,Rate,2001,0.06316793561702447,0.07301580117050277,0.05942700963801051
Deaths,Georgia,Male,All Ages,Respiratory infections and tuberculosis,Rate,2001,34.43989342757069,37.4810131391428,31.499390486204575
Deaths,Georgia,Female,All Ages,Respiratory infections and tuberculosis,Rate,2001,20.332715377994884,22.298540530214847,18.457768896195482
Deaths,Georgia,Both,All Ages,Respiratory infections and tuberculosis,Rate,2001,26.974540818604204,29.101976099540725,24.984045483446316
Deaths,Georgia,Male,All Ages,Enteric infections,Rate,2001,1.3263368442188683,1.639814098148205,1.0883269215329652
Deaths,Georgia,Female,All Ages,Enteric infections,Rate,2001,1.3494351114207621,1.6738911262663982,1.0813047865441483
Deaths,Georgia,Both,All Ages,Enteric infections,Rate,2001,1.3385601753990857,1.648090829860924,1.1042128805014086
Deaths,Georgia,Male,All Ages,Other infectious diseases,Rate,2001,2.707986177250847,3.2904616335804655,2.0928454479302
Deaths,Georgia,Female,All Ages,Other infectious diseases,Rate,2001,1.5180725899299536,1.7665507789957717,1.158830431406287
Deaths,Georgia,Both,All Ages,Other infectious diseases,Rate,2001,2.0782979098784917,2.4466768729709583,1.6719089000173053
Deaths,Georgia,Male,All Ages,Maternal and neonatal disorders,Rate,2001,28.85930535074878,34.047337929459,24.03789175699888
Deaths,Georgia,Female,All Ages,Maternal and neonatal disorders,Rate,2001,15.347397918035021,18.040787096420452,13.015018357261429
Deaths,Georgia,Both,All Ages,Maternal and neonatal disorders,Rate,2001,21.708962947013593,25.65029920390214,18.283067782534022
Deaths,Somalia,Male,All Ages,Neglected tropical diseases and malaria,Rate,2004,38.6577935718117,66.58247518084193,17.82091698932984
Deaths,Somalia,Female,All Ages,Neglected tropical diseases and malaria,Rate,2004,34.65675913136439,63.840817958290685,13.819040474499289
Deaths,Somalia,Both,All Ages,Neglected tropical diseases and malaria,Rate,2004,36.71416076690907,64.50642056231753,16.155887480378254
Deaths,Armenia,Male,All Ages,Cardiovascular diseases,Rate,2004,412.0057867327197,423.8039267392608,398.5812327929292
Deaths,Armenia,Female,All Ages,Cardiovascular diseases,Rate,2004,410.8807018646261,428.9146868030544,386.96811471755234
Deaths,Armenia,Both,All Ages,Cardiovascular diseases,Rate,2004,411.4209530437212,423.75504327754106,393.49808758343454
Deaths,Philippines,Male,All Ages,Musculoskeletal disorders,Rate,2005,0.2564200061534486,0.3156034664951091,0.20610793142576883
Deaths,Philippines,Female,All Ages,Musculoskeletal disorders,Rate,2005,0.8037314597703805,1.28501668151372,0.46032143473965104
Deaths,Philippines,Both,All Ages,Musculoskeletal disorders,Rate,2005,0.5266902722823995,0.7860571070200596,0.34544759177863144
Deaths,Seychelles,Male,All Ages,Neurological disorders,Rate,2004,16.304074125170665,31.658913637983417,9.579584644181685
Deaths,Seychelles,Female,All Ages,Neurological disorders,Rate,2004,31.284858749974397,76.4782620386019,12.132249907371039
Deaths,Seychelles,Both,All Ages,Neurological disorders,Rate,2004,23.699093542704798,53.75951664522393,10.994283478864489
Deaths,Guam,Male,All Ages,Cardiovascular diseases,Rate,2002,205.70283055715396,227.3525553701598,184.4920919883646
Deaths,Guam,Female,All Ages,Cardiovascular diseases,Rate,2002,162.48055200306803,177.53663251679328,146.92913595168318
Deaths,Guam,Both,All Ages,Cardiovascular diseases,Rate,2002,184.50224189035345,201.39521367961748,168.05025084831703
Deaths,Thailand,Male,All Ages,Neglected tropical diseases and malaria,Rate,2000,1.1601859193828088,1.8664163138839835,0.6231069515103671
Deaths,Thailand,Female,All Ages,Neglected tropical diseases and malaria,Rate,2000,1.1977984284457173,1.9133779468822816,0.5693647658321266
Deaths,Thailand,Both,All Ages,Neglected tropical diseases and malaria,Rate,2000,1.1792537676129426,1.8194492746736584,0.6660642997347421
Deaths,Albania,Male,All Ages,Cardiovascular diseases,Rate,2000,248.18039451747435,259.726514170306,235.13033079981156
Deaths,Albania,Female,All Ages,Cardiovascular diseases,Rate,2000,230.70855225501415,245.77884589771136,206.60462295692517
Deaths,Albania,Both,All Ages,Cardiovascular diseases,Rate,2000,239.44010758292495,250.62558646859375,221.14278782211753
Deaths,Albania,Male,All Ages,Musculoskeletal disorders,Rate,2000,0.2991839254547476,0.3298001746748588,0.2680646952751065
Deaths,Albania,Female,All Ages,Musculoskeletal disorders,Rate,2000,0.544333746486159,0.6425446161574397,0.35279278941974107
Deaths,Albania,Both,All Ages,Musculoskeletal disorders,Rate,2000,0.42182009315709085,0.47332716919544526,0.32676008785009997
Deaths,Albania,Male,All Ages,Other non-communicable diseases,Rate,2000,13.842201009260963,18.457440087262423,11.141099130266765
Deaths,Albania,Female,All Ages,Other non-communicable diseases,Rate,2000,10.957976315060884,13.211038391478045,8.744984323352664
Deaths,Albania,Both,All Ages,Other non-communicable diseases,Rate,2000,12.399367962102273,15.175289590959952,10.62125064747783
Deaths,Mongolia,Male,All Ages,Self-harm and interpersonal violence,Rate,2000,54.37389409599452,65.39752750959732,43.44404245355111
Deaths,Mongolia,Female,All Ages,Self-harm and interpersonal violence,Rate,2000,13.649985252554373,16.735321302912745,10.938204753762664
Deaths,Mongolia,Both,All Ages,Self-harm and interpersonal violence,Rate,2000,33.89180663867485,40.49951277517195,27.71585031120584
Deaths,Turkmenistan,Male,All Ages,Neglected tropical diseases and malaria,Rate,2002,0.15499974041672246,0.42928583109249785,0.10050437746797544
Deaths,Turkmenistan,Female,All Ages,Neglected tropical diseases and malaria,Rate,2002,0.6485328613441242,1.3043305165058359,0.3138110846923295
Deaths,Turkmenistan,Both,All Ages,Neglected tropical diseases and malaria,Rate,2002,0.40057102421767843,0.7551979788149847,0.21809426799494414
Deaths,Turkmenistan,Male,All Ages,Cardiovascular diseases,Rate,2002,339.08106001184467,346.4509246079319,331.08131927392805
Deaths,Turkmenistan,Female,All Ages,Cardiovascular diseases,Rate,2002,324.1005568967927,334.8637501666181,308.06943809703586
Deaths,Turkmenistan,Both,All Ages,Cardiovascular diseases,Rate,2002,331.6270893947669,338.70023181681887,320.10320827832504
Deaths,Angola,Male,All Ages,Musculoskeletal disorders,Rate,2004,0.49324092480767157,0.6092432307898554,0.39203947863410316
Deaths,Angola,Female,All Ages,Musculoskeletal disorders,Rate,2004,0.5435144432240167,0.7910026903051627,0.22783701486432562
Deaths,Angola,Both,All Ages,Musculoskeletal disorders,Rate,2004,0.5188955185306028,0.6669660723075769,0.34456706465632614
Deaths,Angola,Male,All Ages,Other non-communicable diseases,Rate,2004,50.18269381226977,99.91605946213015,22.808466144372044
Deaths,Angola,Female,All Ages,Other non-communicable diseases,Rate,2004,34.74060764068794,65.16940037854637,14.93657471095966
Deaths,Angola,Both,All Ages,Other non-communicable diseases,Rate,2004,42.30259193267621,74.19779237678063,19.7081061413442
Deaths,Niue,Male,All Ages,Chronic respiratory diseases,Rate,2003,99.52525634865044,123.97784935270037,81.63381285984825
Deaths,Niue,Female,All Ages,Chronic respiratory diseases,Rate,2003,80.737362447875,107.89487962256158,49.78544110656794
Deaths,Niue,Both,All Ages,Chronic respiratory diseases,Rate,2003,90.15054193290267,107.4362614669682,72.73067415769763
Deaths,Niue,Male,All Ages,Skin and subcutaneous diseases,Rate,2003,3.8792578105927986,5.360233107919324,2.629944875913717
Deaths,Niue,Female,All Ages,Skin and subcutaneous diseases,Rate,2003,2.9954354575802404,4.246453604205189,1.970419559209703
Deaths,Niue,Both,All Ages,Skin and subcutaneous diseases,Rate,2003,3.4382513732823883,4.4874516315973905,2.5950714608780654
Deaths,Timor-Leste,Male,All Ages,Musculoskeletal disorders,Rate,2000,0.12257001513243393,0.18027499167509442,0.0727593287798742
Deaths,Timor-Leste,Female,All Ages,Musculoskeletal disorders,Rate,2000,0.3794538314291221,0.5469420269527082,0.20538940657098687
Deaths,Timor-Leste,Both,All Ages,Musculoskeletal disorders,Rate,2000,0.24856525290300135,0.34116041101535693,0.1454959225813646
Deaths,Nigeria,Male,All Ages,Neglected tropical diseases and malaria,Rate,2001,184.0815774621311,298.8712049053856,99.89007448286075
Deaths,Nigeria,Female,All Ages,Neglected tropical diseases and malaria,Rate,2001,180.9907956583121,291.6292719160236,98.71327238295775
Deaths,Nigeria,Both,All Ages,Neglected tropical diseases and malaria,Rate,2001,182.55912669819512,294.06633499825944,99.82034327730754
Deaths,Saint Vincent and the Grenadines,Male,All Ages,Cardiovascular diseases,Rate,2000,213.04630991247924,225.58804587799338,199.29415252465392
Deaths,Saint Vincent and the Grenadines,Female,All Ages,Cardiovascular diseases,Rate,2000,237.49537747916068,253.42007927427767,217.31284540732744
Deaths,Saint Vincent and the Grenadines,Both,All Ages,Cardiovascular diseases,Rate,2000,225.16123277461918,236.3694405315458,210.1184409446423
Deaths,Nicaragua,Male,All Ages,Self-harm and interpersonal violence,Rate,2004,24.428541503105688,25.693602298613374,22.41037300493647
Deaths,Nicaragua,Female,All Ages,Self-harm and interpersonal violence,Rate,2004,6.279245598656229,6.755427165335111,5.848055819623578
Deaths,Nicaragua,Both,All Ages,Self-harm and interpersonal violence,Rate,2004,15.235411121721047,15.952026186250169,14.274744919299648
Deaths,San Marino,Male,All Ages,Neurological disorders,Rate,2004,36.245410312200235,79.73063932868313,15.883191638266767
Deaths,San Marino,Female,All Ages,Neurological disorders,Rate,2004,66.1351377531714,156.61631823940633,22.87446029488386
Deaths,San Marino,Both,All Ages,Neurological disorders,Rate,2004,51.61799649867679,119.42695930304045,19.486815982012047
Deaths,San Marino,Male,All Ages,Mental disorders,Rate,2004,9.627624719404101e-06,1.501431840073685e-05,6.3967198664517175e-06
Deaths,San Marino,Female,All Ages,Mental disorders,Rate,2004,0.0007274842125682527,0.0011141197107606986,0.00045496362040791467
Deaths,San Marino,Both,All Ages,Mental disorders,Rate,2004,0.00037882845761524973,0.0005778375276170156,0.00023802344634782095
Deaths,San Marino,Male,All Ages,Neoplasms,Rate,2003,358.96620516517754,422.88235775878593,300.68281671921744
Deaths,San Marino,Female,All Ages,Neoplasms,Rate,2003,233.19272478859043,297.00566190517367,185.0271042881895
Deaths,San Marino,Both,All Ages,Neoplasms,Rate,2003,294.3312558568017,347.20373875179564,247.38524400666358
Deaths,Panama,Male,All Ages,Neglected tropical diseases and malaria,Rate,2004,0.6319184690281516,0.9755425402990082,0.35485385982622075
Deaths,Panama,Female,All Ages,Neglected tropical diseases and malaria,Rate,2004,0.4938478086357893,0.7821270495608905,0.2682945184504099
Deaths,Panama,Both,All Ages,Neglected tropical diseases and malaria,Rate,2004,0.5634403610094186,0.8705385334505793,0.31507325591171836
Deaths,Panama,Male,All Ages,Cardiovascular diseases,Rate,2004,128.6790400833393,136.89512657279852,117.54604969795538
Deaths,Panama,Female,All Ages,Cardiovascular diseases,Rate,2004,109.57615932433494,118.89694023510154,93.09908299580057
Deaths,Panama,Both,All Ages,Cardiovascular diseases,Rate,2004,119.20469464045703,126.98803627909261,105.66723790308627
Deaths,Qatar,Male,All Ages,Cardiovascular diseases,Rate,2004,75.96663784946062,94.66989687807965,60.461599457724
Deaths,Qatar,Female,All Ages,Cardiovascular diseases,Rate,2004,71.07164260970205,82.59789878425254,60.121891982846584
Deaths,Qatar,Both,All Ages,Cardiovascular diseases,Rate,2004,74.33537070820525,87.44174396032385,62.84927792097174
Deaths,Saudi Arabia,Male,All Ages,Mental disorders,Rate,2004,4.616605765749681e-05,9.217500746833024e-05,2.146207396993472e-05
Deaths,Saudi Arabia,Female,All Ages,Mental disorders,Rate,2004,0.010653292641231956,0.017186688721701454,0.005627821033751437
Deaths,Saudi Arabia,Both,All Ages,Mental disorders,Rate,2004,0.0047596020619904734,0.007661063905216254,0.0025259841669359783
Deaths,Angola,Male,All Ages,Cardiovascular diseases,Rate,2004,101.88738558266955,119.82651248922656,85.49185252224028
Deaths,Angola,Female,All Ages,Cardiovascular diseases,Rate,2004,95.5858287641414,112.72390542079904,78.90861931650655
Deaths,Angola,Both,All Ages,Cardiovascular diseases,Rate,2004,98.67169897282302,114.32399844282435,83.9076392200628
Deaths,Thailand,Male,All Ages,Chronic respiratory diseases,Rate,2000,48.00287375328336,56.50188521891995,38.74090453939226
Deaths,Thailand,Female,All Ages,Chronic respiratory diseases,Rate,2000,28.499859084282466,33.85875329662574,18.968341387440304
Deaths,Thailand,Both,All Ages,Chronic respiratory diseases,Rate,2000,38.115723626803465,43.7336247446502,30.427952596842648
Deaths,Hungary,Male,All Ages,Mental disorders,Rate,2002,1.7355574433248763e-05,2.3144291437257567e-05,1.31004310789369e-05
Deaths,Hungary,Female,All Ages,Mental disorders,Rate,2002,0.0006563390555620335,0.0008400720702557052,0.0005113417599905766
Deaths,Hungary,Both,All Ages,Mental disorders,Rate,2002,0.0003524840608985472,0.0004490916475638624,0.0002756811209418285
Deaths,Angola,Male,All Ages,Skin and subcutaneous diseases,Rate,2004,0.5707534723914661,0.7972391191409492,0.3971825462021718
Deaths,Angola,Female,All Ages,Skin and subcutaneous diseases,Rate,2004,0.8462142546836349,1.1850594657906772,0.5731442022980773
Deaths,Angola,Both,All Ages,Skin and subcutaneous diseases,Rate,2004,0.7113212042494538,0.9385039985043059,0.5421720897444104
Deaths,Angola,Male,All Ages,Enteric infections,Rate,2004,206.260226906613,325.9706567935663,99.25597669073186
Deaths,Angola,Female,All Ages,Enteric infections,Rate,2004,123.35550582836917,232.08214575226003,64.17166775194467
Deaths,Angola,Both,All Ages,Enteric infections,Rate,2004,163.95391925252727,259.30847671341246,88.67158058205044
Deaths,Angola,Male,All Ages,Other infectious diseases,Rate,2004,72.48242165121493,127.90911235665311,42.55065620926066
Deaths,Angola,Female,All Ages,Other infectious diseases,Rate,2004,69.93216060874664,121.43508278628627,39.94598073780443
Deaths,Angola,Both,All Ages,Other infectious diseases,Rate,2004,71.18102256491836,122.38099373810705,43.15949066171892
Deaths,Angola,Male,All Ages,Maternal and neonatal disorders,Rate,2004,126.97975133782349,149.55763764374834,104.80094849397473
